refactoringType,name,description,diffUrl
"Extract & Move Operation",netty,"Extract & Move Operation	package decodeString(src ByteBuffer, dst CharBuffer, decoder CharsetDecoder) : void extracted from public toString(index int, length int, charset Charset) : String in class org.jboss.netty.buffer.ByteBufferBackedChannelBuffer & moved to class org.jboss.netty.buffer.ChannelBuffers",https://github.com/netty/netty/commit/55b0bc2c2c4a7e406db87d34921e6376f83bd433?diff=split
"Extract & Move Operation",netty,"Extract & Move Operation	public set(name CharSequence, values CharSequence) : TextHeaders extracted from public set(name AsciiString, values AsciiString) : Http2Headers in class io.netty.handler.codec.http2.DefaultHttp2Headers & moved to class io.netty.handler.codec.DefaultTextHeaders",https://github.com/netty/netty/commit/2374e17c6ed3b037f2419dd33acdb481536b751d?diff=split
"Extract & Move Operation",netty,"Extract & Move Operation	public add(name AsciiString, values AsciiString) : Http2Headers extracted from public add(name CharSequence, values Object) : StompHeaders in class io.netty.handler.codec.stomp.DefaultStompHeaders & moved to class io.netty.handler.codec.http2.DefaultHttp2Headers",https://github.com/netty/netty/commit/43d097d25aecc227dae30eaa8b0666ca50e0d87e?diff=split
"Extract & Move Operation",netty,"Extract & Move Operation	package clearInternalWriteBuffer() : void extracted from private writeUnfair(channel NioSocketChannel, mightNeedWakeup boolean, writeSpinCount int) : void in class org.jboss.netty.channel.socket.nio.NioWorker & moved to class org.jboss.netty.channel.socket.nio.NioSocketChannel",https://github.com/netty/netty/commit/f2c1734636b2efb2c77ae91bdb63c43ea13fe4d6?diff=split
"Extract & Move Operation",netty,"Extract & Move Operation	public getByte(index int) : byte extracted from public getByte(index int) : byte in class io.netty.buffer.SlicedByteBuf & moved to class io.netty.buffer.AbstractByteBuf",https://github.com/netty/netty/commit/1c1570ffc43de209f46465c526faa891bd6e4a87?diff=split
"Extract & Move Operation",junit,"Extract & Move Operation	public invoke(test Object) : void extracted from protected runTestMethod() : void in class org.junit.internal.runners.MethodRoadie & moved to class org.junit.internal.runners.TestMethod",https://github.com/junit-team/junit/commit/6acc164b4125da775cccd4035c1b99e9d404bacd?diff=split
"Extract & Move Operation",netty,"Extract & Move Operation	public testMethodName(testName TestName) : String extracted from protected run() : void in class io.netty.testsuite.transport.socket.AbstractSocketTest & moved to class io.netty.testsuite.util.TestUtils",https://github.com/netty/netty/commit/2338bc52cbbf5eaf5aaf422fabfab89ba5cd887b?diff=split
"Inline Operation",netty,"Inline Operation	public run() : void inlined to public main(args String[]) : void in class io.netty.example.securechat.SecureChatClient",https://github.com/netty/netty/commit/3f8194557b5fe14e8f3313570ef28f29cbbef150?diff=split
"Inline Operation",k-9,"Inline Operation	private getBestViewIntentForContentUri() : IntentAndResolvedActivitiesCount inlined to private getBestViewIntentAndSaveFileIfNecessary() : Intent in class com.fsck.k9.view.AttachmentView",https://github.com/k9mail/k-9/commit/d9b6e10cbeda0bf189478ec18733b4fc7451c596?diff=split
"Inline Operation",k-9,"Inline Operation	private notifyAccount(context Context, account Account, message Message) : boolean inlined to private downloadLargeMessages(account Account, remoteFolder Folder, localFolder LocalFolder, largeMessages ArrayList<Message>, progress AtomicInteger, newMessages AtomicInteger, todo int, fp FetchProfile) : void in class com.fsck.k9.controller.MessagingController",https://github.com/k9mail/k-9/commit/d3cc1fdfdc05109fb38a0fd84589dd8b5de47059?diff=split
"Inline Operation",netty,"Inline Operation	private get(name String, last boolean) : String inlined to public get(name String) : String in class io.netty.handler.codec.http.DefaultHttpHeaders",https://github.com/netty/netty/commit/f84a50d3cb3d6dc6240f0233e1703a0eca407982?diff=split
"Inline Operation",netty,"Inline Operation	private invokeWrite(ctx ChannelHandlerContext, msg Object, flush boolean, promise ChannelPromise) : void inlined to public invokeWrite(ctx ChannelHandlerContext, msg Object, promise ChannelPromise) : void in class io.netty.channel.DefaultChannelHandlerInvoker",https://github.com/netty/netty/commit/110745b0eb1efa6ffd532d2c1f26c7f3b4b2533b?diff=split
"Inline Operation",k-9,"Inline Operation	private pruneCachedAttachments(force boolean, attachmentsDir File) : void inlined to public pruneCachedAttachments(force boolean) : void in class com.fsck.k9.mail.store.LocalStore",https://github.com/k9mail/k-9/commit/f9d39e4814a9e1b1c87c0397e1155430566f0ba4?diff=split
"Inline Operation",netty,"Inline Operation	private updateParentsFree(id int) : void inlined to package free(handle long) : void in class io.netty.buffer.PoolChunk",https://github.com/netty/netty/commit/d25ed3f0e749aee018aa20104fd4cf817cc74dfb?diff=split
"Inline Operation",voldemort,"Inline Operation	protected notifyUnavailable(node Node) : void inlined to protected setUnavailable(node Node, e UnreachableStoreException) : void in class voldemort.cluster.failuredetector.AbstractFailureDetector",https://github.com/voldemort/voldemort/commit/30797c02f076b3b14a1f376e7bf9ae02f530bbb4?diff=split
"Inline Operation",netty,"Inline Operation	public run() : void inlined to public main(args String[]) : void in class io.netty.example.socksproxy.SocksServer",https://github.com/netty/netty/commit/3f8194557b5fe14e8f3313570ef28f29cbbef150?diff=split
"Inline Operation",titan,"Inline Operation	public type(type String) : AbstractVertexCentricQueryBuilder inlined to public type(type TitanType) : AbstractVertexCentricQueryBuilder in class com.thinkaurelius.titan.graphdb.query.AbstractVertexCentricQueryBuilder",https://github.com/thinkaurelius/titan/commit/27bc9b5f7d22009fb90d2d1849847e43c4253d6b?diff=split
"Move Attribute",netty,"Move Attribute	private sslCtx : SslContext from class io.netty.example.spdy.client.SpdyClient to class io.netty.example.http.websocketx.server.WebSocketServerInitializer",https://github.com/netty/netty/commit/3f8194557b5fe14e8f3313570ef28f29cbbef150?diff=split
"Move Attribute",netty,"Move Attribute	private sslCtx : SslContext from class io.netty.example.http2.client.Http2Client to class io.netty.example.telnet.TelnetClientInitializer",https://github.com/netty/netty/commit/3f8194557b5fe14e8f3313570ef28f29cbbef150?diff=split
"Move Attribute",storm,"Move Attribute	private values : List<Object> from class backtype.storm.tuple.Tuple to class backtype.storm.tuple.TupleImpl",https://github.com/nathanmarz/storm/commit/cc646c35e8b723944b2fa9b3af64cc31f46d7ef6?diff=split
"Move Attribute",netty,"Move Attribute	public X_GZIP : AsciiString from class io.netty.handler.codec.http.HttpContentDecompressor to class io.netty.handler.codec.http.HttpHeaderValues",https://github.com/netty/netty/commit/685075f1a058c0d5d8fc59072278bc822dce26d8?diff=split
"Move Attribute",storm,"Move Attribute	public metaDataMap : Map<_Fields,org.apache.thrift7.meta_data.FieldMetaData> from class backtype.storm.generated.DistributedRPC to class backtype.storm.generated.DistributedRPC.execute_args",https://github.com/nathanmarz/storm/commit/cdb116e942666973bc4eaa0df098d5bab82739e7?diff=split
"Move Attribute",netty,"Move Attribute	package L_CODES : int from class org.jboss.netty.util.internal.jzlib.StaticTree to class org.jboss.netty.util.internal.jzlib.JZlib",https://github.com/netty/netty/commit/a7e7d124439c56d10c9883b46d1cd055feefd797?diff=split
"Move Attribute",netty,"Move Attribute	private sslCtx : SslContext from class io.netty.example.spdy.client.SpdyClient to class io.netty.example.telnet.TelnetClientInitializer",https://github.com/netty/netty/commit/3f8194557b5fe14e8f3313570ef28f29cbbef150?diff=split
"Move Attribute",netty,"Move Attribute	private voidFuture : ChannelFuture from class io.netty.channel.AbstractChannel to class io.netty.channel.AbstractChannel.DefaultUnsafe",https://github.com/netty/netty/commit/cb718a07c82c6a50821ae0eb805983bb8ec8b3e5?diff=split
"Move Attribute",netty,"Move Attribute	package MANY : int from class org.jboss.netty.util.internal.jzlib.InfBlocks to class org.jboss.netty.util.internal.jzlib.JZlib",https://github.com/netty/netty/commit/a7e7d124439c56d10c9883b46d1cd055feefd797?diff=split
"Move Attribute",netty,"Move Attribute	private promises : ChannelPromise[] from class io.netty.channel.ChannelOutboundBuffer to class io.netty.channel.MessageList",https://github.com/netty/netty/commit/b57d9f307f61161b62a335734438fb0c49260c84?diff=split
"Pull Up Operation",junit,"Pull Up Operation	private interceptorFields() : List<FrameworkField> from class org.junit.experimental.interceptor.Interceptors to private interceptorFields() : List<FrameworkField> from class org.junit.runners.BlockJUnit4ClassRunner",https://github.com/junit-team/junit/commit/e6769d4009db8030661815965e2e22829a4619ff?diff=split
"Pull Up Operation",netty,"Pull Up Operation	public write(ctx ChannelHandlerContext, msg Object, promise ChannelPromise) : void from class io.netty.channel.ChannelOutboundHandlerAdapter to public write(ctx ChannelHandlerContext, msg Object, promise ChannelPromise) : void from class io.netty.channel.ChannelHandlerAdapter",https://github.com/netty/netty/commit/110745b0eb1efa6ffd532d2c1f26c7f3b4b2533b?diff=split
"Pull Up Operation",titan,"Pull Up Operation	public getExistingNode(id long) : InternalNode from class com.thinkaurelius.titan.graphdb.transaction.StandardPersistGraphTx to public getExistingNode(id long) : InternalNode from class com.thinkaurelius.titan.graphdb.transaction.AbstractGraphTx",https://github.com/thinkaurelius/titan/commit/b1d1358bdd1a24358b712c69e39ab535ea8f1042?diff=split
"Pull Up Operation",netty,"Pull Up Operation	public getBytes(index int, out OutputStream, length int) : void from class io.netty.buffer.DefaultCompositeByteBuf to public discardReadBytes() : ByteBuf from class io.netty.buffer.AbstractByteBuf",https://github.com/netty/netty/commit/cbcabaf29b24fb4c04334c851c33ce9a278a3389?diff=split
"Pull Up Operation",netty,"Pull Up Operation	public freeOutboundBuffer(ctx ChannelHandlerContext) : void from class io.netty.channel.DefaultChannelPipeline.MessageHeadHandler to public freeOutboundBuffer(ctx ChannelHandlerContext) : void from class io.netty.channel.DefaultChannelPipeline.HeadHandler",https://github.com/netty/netty/commit/d4742bbe16bd4864bf824d5946de16382de72a73?diff=split
"Pull Up Operation",netty,"Pull Up Operation	public testZLIB_OR_NONE() : void from class io.netty.handler.codec.compression.JZlibTest to public testZLIB_OR_NONE() : void from class io.netty.handler.codec.compression.ZlibTest",https://github.com/netty/netty/commit/5447fe1e59772f71a57eb0262beae69a1fe7e418?diff=split
"Pull Up Operation",netty,"Pull Up Operation	public freeInboundBuffer(ctx ChannelHandlerContext, buf ChannelBuf) : void from class io.netty.bootstrap.ServerBootstrap.Acceptor to public freeInboundBuffer(ctx ChannelHandlerContext, buf ChannelBuf) : void from class io.netty.channel.ChannelInboundHandlerAdapter",https://github.com/netty/netty/commit/51e6519b67cc947e5375038e26595d9bbbc4d4bb?diff=split
"Pull Up Operation",RxJava,"Pull Up Operation	public testNestedActions() : void from class rx.schedulers.CurrentThreadSchedulerTest to public testNestedActions() : void from class rx.schedulers.AbstractSchedulerTests",https://github.com/ReactiveX/RxJava/commit/9f35594ec806672e7760873ba6837eac8f9b4454?diff=split
"Pull Up Operation",netty,"Pull Up Operation	public onPingAckRead(ctx ChannelHandlerContext, data ByteBuf) : void from class io.netty.example.http2.server.HelloWorldHttp2Handler to public onPingAckRead(ctx ChannelHandlerContext, data ByteBuf) : void from class io.netty.handler.codec.http2.AbstractHttp2ConnectionHandler",https://github.com/netty/netty/commit/1d8c7ff52e16effc3666e9d4a8166484b51f124e?diff=split
"Pull Up Operation",titan,"Pull Up Operation	public testBulkLoading() : void from class com.thinkaurelius.titan.hadoop.formats.titan.cassandra.TitanCassandraOutputFormatTest to public testBulkLoading() : void from class com.thinkaurelius.titan.hadoop.formats.TitanOutputFormatTest",https://github.com/thinkaurelius/titan/commit/d83755cb52e5c2072125b7c04ccec74eff396712?diff=split
"Extract Superclass",voldemort,"Extract Superclass	voldemort.utils.pool.KeyedResourcePoolBaseTest from classes [voldemort.utils.pool.KeyedResourcePoolTest]",https://github.com/voldemort/voldemort/commit/1f3a4665f0b0816b55d0b2820ed93248c851bc49?diff=split
"Extract Superclass",voldemort,"Extract Superclass	voldemort.store.routed.AbstractZoneAffinityTest from classes [voldemort.store.routed.ZoneAffinityGetAllTest, voldemort.store.routed.ZoneAffinityGetVersionsTest, voldemort.store.routed.ZoneAffinityGetTest]",https://github.com/voldemort/voldemort/commit/3428ee40c5283cb012551003c67ced7680568f7d?diff=split
"Extract Superclass",netty,"Extract Superclass	io.netty.handler.codec.spdy.SpdyHeaderBlockCompressor from classes [io.netty.handler.codec.spdy.SpdyZlibEncoder]",https://github.com/netty/netty/commit/b22ebbe4309f37a80cbed53b58e9982c9273f65c?diff=split
"Extract Superclass",netty,"Extract Superclass	io.netty.handler.codec.compression.ZlibTest from classes [io.netty.handler.codec.compression.JZlibTest, io.netty.handler.codec.compression.JdkZlibTest]",https://github.com/netty/netty/commit/cbf269e9b97978fd1dcd4c597f539364bcffa701?diff=split
"Extract Superclass",voldemort,"Extract Superclass	voldemort.utils.AbstractConsistencyFixer from classes [voldemort.utils.ConsistencyFixWorker]",https://github.com/voldemort/voldemort/commit/7234b65bba50c2604f39c69125935ab7836fd645?diff=split
"Extract Superclass",titan,"Extract Superclass	com.thinkaurelius.titan.graphdb.query.BaseQuery from classes [com.thinkaurelius.titan.diskstorage.keycolumnvalue.SliceQuery, com.thinkaurelius.titan.diskstorage.indexing.IndexQuery]",https://github.com/thinkaurelius/titan/commit/f54f1be596c68cc58edfb1f15cc193b2483e534a?diff=split
"Extract Superclass",junit,"Extract Superclass	org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest from classes [org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalLongTimeout, org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalTimeUnitTimeout]",https://github.com/junit-team/junit/commit/11039f25897fe4daba274292a49a078afa87991b?diff=split
